,,2ª anterior,,,
TransactionTypeGroup,Produções,,,,
,,,,,
Sum Quantity,,,,,
AreaSapWorkCenter,OrderName,OrderOperationStatus,Total,,
,ACC.1600069379,Definitiva,528.00,1600069379,
,ACC.1600070827,Definitiva,25.00,1600070827,
,ACC.1600070830,Encerada,2.00,1600070830,
CNMEMBPL,ACC.1600000760,Encerada,5544.00,1600000760,
,ACC.1600018599,Encerada,40.00,1600018599,
,ACC.1600018600,Encerada,40.00,1600018600,
,ACC.1600019064,Encerada,3500.00,1600019064,
,ACC.1600019066,Encerada,4900.00,1600019066,
,ACC.1600019067,Encerada,4900.00,1600019067,
,ACC.1600024211,Encerada,60.00,1600024211,
,ACC.1600024213,Encerada,52.00,1600024213,
,ACC.1600026015,Encerada,52.00,1600026015,
,ACC.1600030323,Encerada,6000.00,1600030323,
,ACC.1600030906,Encerada,6.00,1600030906,
,ACC.1600030909,Encerada,1.00,1600030909,
,ACC.1600031775,Encerada,76.00,1600031775,
,ACC.1600031925,Encerada,168.00,1600031925,
,ACC.1600031936,Encerada,12.00,1600031936,
,ACC.1600031975,Encerada,1100.00,1600031975,
,ACC.1600032146,Encerada,38520.00,1600032146,
,ACC.1600032147,Encerada,3780.00,1600032147,
,ACC.1600032149,Encerada,7000.00,1600032149,
,ACC.1600032151,Encerada,6120.00,1600032151,
,ACC.1600032153,Encerada,6000.00,1600032153,
,ACC.1600032155,Encerada,1020.00,1600032155,
,ACC.1600032157,Encerada,59920.00,1600032157,
,ACC.1600032557,Encerada,5000.00,1600032557,
,ACC.1600032559,Encerada,10000.00,1600032559,
,ACC.1600032561,Encerada,2720.00,1600032561,
,ACC.1600032563,Encerada,1500.00,1600032563,
,ACC.1600032618,Encerada,21760.00,1600032618,
,ACC.1600032620,Encerada,11000.00,1600032620,
,ACC.1600032622,Encerada,360.00,1600032622,
,ACC.1600032817,Encerada,12992.00,1600032817,
,ACC.1600032819,Encerada,6384.00,1600032819,
,ACC.1600032836,Encerada,2320.00,1600032836,
,ACC.1600032861,Encerada,6300.00,1600032861,
,ACC.1600033630,Encerada,1200.00,1600033630,
,ACC.1600033632,Encerada,816.00,1600033632,
,ACC.1600033634,Encerada,672.00,1600033634,
,ACC.1600033636,Encerada,896.00,1600033636,
,ACC.1600033645,Encerada,9900.00,1600033645,
,ACC.1600033647,Encerada,4488.00,1600033647,
,ACC.1600033649,Encerada,1320.00,1600033649,
,ACC.1600034376,Encerada,2520.00,1600034376,
,ACC.1600034378,Encerada,15120.00,1600034378,
,ACC.1600034455,Encerada,6600.00,1600034455,
,ACC.1600034457,Encerada,1496.00,1600034457,
,ACC.1600034460,Encerada,4840.00,1600034460,
,ACC.1600034466,Encerada,6160.00,1600034466,
,ACC.1600034480,Encerada,1800.00,1600034480,
,ACC.1600034506,Encerada,3840.00,1600034506,
,ACC.1600034508,Encerada,5400.00,1600034508,
,ACC.1600034516,Encerada,3600.00,1600034516,
,ACC.1600034518,Encerada,5850.00,1600034518,
,ACC.1600034520,Encerada,2380.00,1600034520,
,ACC.1600034523,Encerada,12050.00,1600034523,
,ACC.1600034524,Encerada,1050.00,1600034524,
,ACC.1600035275,Encerada,2600.00,1600035275,
,ACC.1600035277,Encerada,3900.00,1600035277,
,ACC.1600035279,Encerada,4420.00,1600035279,
,ACC.1600035293,Encerada,750.00,1600035293,
,ACC.1600035295,Encerada,1000.00,1600035295,
,ACC.1600035297,Encerada,3600.00,1600035297,
,ACC.1600035299,Encerada,1128.00,1600035299,
,ACC.1600035301,Encerada,480.00,1600035301,
,ACC.1600035311,Encerada,100.00,1600035311,
,ACC.1600035313,Encerada,52.00,1600035313,
,ACC.1600036202,Encerada,3000.00,1600036202,
,ACC.1600036204,Encerada,120.00,1600036204,
,ACC.1600036206,Encerada,320.00,1600036206,
,ACC.1600036208,Encerada,260.00,1600036208,
,ACC.1600036280,Encerada,320.00,1600036280,
,ACC.1600036298,Encerada,320.00,1600036298,
,ACC.1600036348,Encerada,208.00,1600036348,
,ACC.1600036350,Encerada,300.00,1600036350,
,ACC.1600036352,Encerada,360.00,1600036352,
,ACC.1600036354,Encerada,86.00,1600036354,
,ACC.1600036356,Encerada,360.00,1600036356,
,ACC.1600036358,Encerada,400.00,1600036358,
,ACC.1600036360,Encerada,175.00,1600036360,
,ACC.1600036362,Encerada,50.00,1600036362,
,ACC.1600036384,Encerada,18.00,1600036384,
,ACC.1600036412,Encerada,7000.00,1600036412,
,ACC.1600036414,Encerada,2100.00,1600036414,
,ACC.1600036460,Encerada,600.00,1600036460,
,ACC.1600036462,Encerada,600.00,1600036462,
,ACC.1600036464,Encerada,60.00,1600036464,
,ACC.1600036472,Encerada,50.00,1600036472,
,ACC.1600036474,Encerada,50.00,1600036474,
,ACC.1600036476,Encerada,50.00,1600036476,
,ACC.1600036538,Encerada,30.00,1600036538,
,ACC.1600036540,Encerada,80.00,1600036540,
,ACC.1600036542,Encerada,80.00,1600036542,
,ACC.1600036544,Encerada,300.00,1600036544,
,ACC.1600036546,Encerada,300.00,1600036546,
,ACC.1600036548,Encerada,160.00,1600036548,
,ACC.1600036550,Encerada,250.00,1600036550,
,ACC.1600036552,Encerada,260.00,1600036552,
,ACC.1600036554,Encerada,300.00,1600036554,
,ACC.1600036556,Encerada,100.00,1600036556,
,ACC.1600036558,Encerada,160.00,1600036558,
,ACC.1600036562,Encerada,3024.00,1600036562,
,ACC.1600036564,Encerada,1568.00,1600036564,
,ACC.1600036566,Encerada,2688.00,1600036566,
,ACC.1600036568,Encerada,168.00,1600036568,
,ACC.1600036571,Encerada,7.00,1600036571,
,ACC.1600036619,Encerada,148.00,1600036619,
,ACC.1600036621,Encerada,200.00,1600036621,
,ACC.1600036623,Encerada,76.00,1600036623,
,ACC.1600036625,Encerada,60.00,1600036625,
,ACC.1600036627,Encerada,156.00,1600036627,
,ACC.1600036629,Encerada,80.00,1600036629,
,ACC.1600036631,Encerada,64.00,1600036631,
,ACC.1600036633,Encerada,148.00,1600036633,
,ACC.1600036827,Encerada,14700.00,1600036827,
,ACC.1600036877,Encerada,200.00,1600036877,
,ACC.1600036879,Encerada,180.00,1600036879,
,ACC.1600036885,Encerada,2520.00,1600036885,
,ACC.1600036887,Encerada,616.00,1600036887,
,ACC.1600036889,Encerada,1344.00,1600036889,
,ACC.1600036907,Encerada,304.00,1600036907,
,ACC.1600036909,Encerada,260.00,1600036909,
,ACC.1600036911,Encerada,40.00,1600036911,
,ACC.1600036913,Encerada,32.00,1600036913,
,ACC.1600037226,Encerada,9300.00,1600037226,
,ACC.1600037241,Encerada,2464.00,1600037241,
,ACC.1600037247,Encerada,300.00,1600037247,
,ACC.1600037535,Encerada,3000.00,1600037535,
,ACC.1600037537,Encerada,5250.00,1600037537,
,ACC.1600037539,Encerada,1250.00,1600037539,
,ACC.1600037589,Encerada,600.00,1600037589,
,ACC.1600037591,Encerada,450.00,1600037591,
,ACC.1600037621,Encerada,216.00,1600037621,
,ACC.1600037956,Encerada,4800.00,1600037956,
,ACC.1600037986,Encerada,1232.00,1600037986,
,ACC.1600037988,Encerada,600.00,1600037988,
,ACC.1600037990,Encerada,100.00,1600037990,
,ACC.1600037992,Encerada,76.00,1600037992,
,ACC.1600037994,Encerada,60.00,1600037994,
,ACC.1600037996,Encerada,52.00,1600037996,
,ACC.1600037998,Encerada,40.00,1600037998,
,ACC.1600038000,Encerada,32.00,1600038000,
,ACC.1600038002,Encerada,200.00,1600038002,
,ACC.1600038004,Encerada,300.00,1600038004,
,ACC.1600038006,Encerada,1500.00,1600038006,
,ACC.1600038008,Encerada,1360.00,1600038008,
,ACC.1600038010,Encerada,520.00,1600038010,
,ACC.1600038012,Encerada,120.00,1600038012,
,ACC.1600038032,Encerada,160.00,1600038032,
,ACC.1600038034,Encerada,76.00,1600038034,
,ACC.1600038052,Encerada,7920.00,1600038052,
,ACC.1600038054,Encerada,3600.00,1600038054,
,ACC.1600038058,Encerada,3500.00,1600038058,
,ACC.1600038061,Encerada,160.00,1600038061,
,ACC.1600038063,Encerada,212.00,1600038063,
,ACC.1600038065,Encerada,160.00,1600038065,
,ACC.1600038067,Encerada,320.00,1600038067,
,ACC.1600038069,Encerada,32.00,1600038069,
,ACC.1600038180,Encerada,900.00,1600038180,
,ACC.1600038182,Encerada,1200.00,1600038182,
,ACC.1600038186,Encerada,3500.00,1600038186,
,ACC.1600038188,Encerada,3850.00,1600038188,
,ACC.1600038206,Encerada,300.00,1600038206,
,ACC.1600038212,Encerada,840.00,1600038212,
,ACC.1600038505,Encerada,448.00,1600038505,
,ACC.1600038921,Encerada,300.00,1600038921,
,ACC.1600039661,Encerada,7350.00,1600039661,
,ACC.1600039673,Encerada,14000.00,1600039673,
,ACC.1600039674,Encerada,1680.00,1600039674,
,ACC.1600039678,Encerada,20720.00,1600039678,
,ACC.1600039681,Encerada,225.00,1600039681,
,ACC.1600039694,Encerada,312.00,1600039694,
,ACC.1600039696,Encerada,320.00,1600039696,
,ACC.1600039698,Encerada,80.00,1600039698,
,ACC.1600039701,Encerada,616.00,1600039701,
,ACC.1600039703,Encerada,1008.00,1600039703,
,ACC.1600039706,Encerada,14000.00,1600039706,
,ACC.1600039725,Encerada,912.00,1600039725,
,ACC.1600039727,Encerada,3120.00,1600039727,
,ACC.1600039729,Encerada,480.00,1600039729,
,ACC.1600039731,Encerada,3456.00,1600039731,
,ACC.1600039793,Encerada,450.00,1600039793,
,ACC.1600039812,Encerada,50.00,1600039812,
,ACC.1600039980,Encerada,1000.00,1600039980,
,ACC.1600040006,Encerada,40.00,1600040006,
,ACC.1600040010,Encerada,6300.00,1600040010,
,ACC.1600040017,Encerada,400.00,1600040017,
,ACC.1600040056,Encerada,1800.00,1600040056,
,ACC.1600040062,Encerada,5700.00,1600040062,
,ACC.1600040066,Encerada,5800.00,1600040066,
,ACC.1600040503,Encerada,360.00,1600040503,
,ACC.1600040552,Encerada,1020.00,1600040552,
,ACC.1600040565,Encerada,592.00,1600040565,
,ACC.1600040601,Encerada,360.00,1600040601,
,ACC.1600040603,Encerada,100.00,1600040603,
,ACC.1600040605,Encerada,370.00,1600040605,
,ACC.1600040607,Encerada,448.00,1600040607,
,ACC.1600040609,Encerada,30.00,1600040609,
,ACC.1600040611,Encerada,600.00,1600040611,
,ACC.1600040616,Encerada,300.00,1600040616,
,ACC.1600040624,Encerada,420.00,1600040624,
,ACC.1600040626,Encerada,200.00,1600040626,
,ACC.1600040628,Encerada,60.00,1600040628,
,ACC.1600040630,Encerada,210.00,1600040630,
,ACC.1600040632,Encerada,300.00,1600040632,
,ACC.1600040634,Encerada,150.00,1600040634,
,ACC.1600041854,Encerada,3640.00,1600041854,
,ACC.1600042011,Encerada,840.00,1600042011,
,ACC.1600042100,Encerada,144.00,1600042100,
,ACC.1600042115,Encerada,700.00,1600042115,
,ACC.1600042117,Encerada,300.00,1600042117,
,ACC.1600042119,Encerada,40.00,1600042119,
,ACC.1600042121,Encerada,32.00,1600042121,
,ACC.1600042123,Encerada,150.00,1600042123,
,ACC.1600042125,Encerada,180.00,1600042125,
,ACC.1600042127,Encerada,96.00,1600042127,
,ACC.1600042135,Encerada,120.00,1600042135,
,ACC.1600042137,Encerada,104.00,1600042137,
,ACC.1600042139,Encerada,92.00,1600042139,
,ACC.1600042143,Encerada,1248.00,1600042143,
,ACC.1600042145,Encerada,540.00,1600042145,
,ACC.1600042147,Encerada,44.00,1600042147,
,ACC.1600042170,Encerada,400.00,1600042170,
,ACC.1600042172,Encerada,1200.00,1600042172,
,ACC.1600042175,Encerada,100.00,1600042175,
,ACC.1600042187,Encerada,700.00,1600042187,
,ACC.1600042189,Encerada,525.00,1600042189,
,ACC.1600042209,Encerada,360.00,1600042209,
,ACC.1600042212,Encerada,1050.00,1600042212,
,ACC.1600042235,Encerada,3500.00,1600042235,
,ACC.1600042237,Encerada,5000.00,1600042237,
,ACC.1600042276,Encerada,26250.00,1600042276,
,ACC.1600042279,Encerada,130.00,1600042279,
,ACC.1600042286,Encerada,500.00,1600042286,
,ACC.1600042288,Encerada,600.00,1600042288,
,ACC.1600042290,Encerada,180.00,1600042290,
,ACC.1600042293,Encerada,42.00,1600042293,
,ACC.1600042297,Encerada,66.00,1600042297,
,ACC.1600042299,Encerada,150.00,1600042299,
,ACC.1600042301,Encerada,50.00,1600042301,
,ACC.1600042303,Encerada,36.00,1600042303,
,ACC.1600042306,Encerada,400.00,1600042306,
,ACC.1600042308,Encerada,150.00,1600042308,
,ACC.1600042310,Encerada,300.00,1600042310,
,ACC.1600042312,Encerada,84.00,1600042312,
,ACC.1600042314,Encerada,300.00,1600042314,
,ACC.1600042316,Encerada,125.00,1600042316,
,ACC.1600042318,Encerada,100.00,1600042318,
,ACC.1600042320,Encerada,75.00,1600042320,
,ACC.1600042322,Encerada,24.00,1600042322,
,ACC.1600042325,Encerada,500.00,1600042325,
,ACC.1600042327,Encerada,126.00,1600042327,
,ACC.1600042330,Encerada,68.00,1600042330,
,ACC.1600042414,Encerada,320.00,1600042414,
,ACC.1600042418,Encerada,200.00,1600042418,
,ACC.1600042500,Encerada,12.00,1600042500,
,ACC.1600042503,Encerada,1000.00,1600042503,
,ACC.1600042505,Encerada,4500.00,1600042505,
,ACC.1600042507,Encerada,380.00,1600042507,
,ACC.1600042509,Encerada,300.00,1600042509,
,ACC.1600042513,Encerada,268.00,1600042513,
,ACC.1600042516,Encerada,182.00,1600042516,
,ACC.1600042612,Encerada,30.00,1600042612,
,ACC.1600042618,Encerada,400.00,1600042618,
,ACC.1600042629,Encerada,1800.00,1600042629,
,ACC.1600042631,Encerada,750.00,1600042631,
,ACC.1600042639,Encerada,5250.00,1600042639,
,ACC.1600042641,Encerada,2800.00,1600042641,
,ACC.1600042663,Encerada,100.00,1600042663,
,ACC.1600042665,Encerada,76.00,1600042665,
,ACC.1600042667,Encerada,52.00,1600042667,
,ACC.1600042669,Encerada,40.00,1600042669,
,ACC.1600042671,Encerada,64.00,1600042671,
,ACC.1600042673,Encerada,60.00,1600042673,
,ACC.1600042675,Encerada,600.00,1600042675,
,ACC.1600042677,Encerada,100.00,1600042677,
,ACC.1600042679,Encerada,60.00,1600042679,
,ACC.1600042681,Encerada,150.00,1600042681,
,ACC.1600042683,Encerada,60.00,1600042683,
,ACC.1600042685,Encerada,100.00,1600042685,
,ACC.1600042687,Encerada,80.00,1600042687,
,ACC.1600042689,Encerada,96.00,1600042689,
,ACC.1600042698,Encerada,416.00,1600042698,
,ACC.1600042706,Encerada,120.00,1600042706,
,ACC.1600042708,Encerada,50.00,1600042708,
,ACC.1600042710,Encerada,25.00,1600042710,
,ACC.1600042722,Encerada,1500.00,1600042722,
,ACC.1600042724,Encerada,750.00,1600042724,
,ACC.1600042726,Encerada,600.00,1600042726,
,ACC.1600042728,Encerada,270.00,1600042728,
,ACC.1600042730,Encerada,180.00,1600042730,
,ACC.1600042733,Encerada,1680.00,1600042733,
,ACC.1600042739,Encerada,100.00,1600042739,
,ACC.1600042741,Encerada,150.00,1600042741,
,ACC.1600042743,Encerada,150.00,1600042743,
,ACC.1600042745,Encerada,40.00,1600042745,
,ACC.1600042747,Encerada,360.00,1600042747,
,ACC.1600043053,Encerada,26437.00,1600043053,
,ACC.1600043860,Encerada,1400.00,1600043860,
,ACC.1600043862,Encerada,1232.00,1600043862,
,ACC.1600043864,Encerada,3808.00,1600043864,
,ACC.1600043866,Encerada,1792.00,1600043866,
,ACC.1600043868,Encerada,1120.00,1600043868,
,ACC.1600043870,Encerada,420.00,1600043870,
,ACC.1600043872,Encerada,104.00,1600043872,
,ACC.1600043874,Encerada,80.00,1600043874,
,ACC.1600043876,Encerada,64.00,1600043876,
,ACC.1600043878,Encerada,100.00,1600043878,
,ACC.1600043880,Encerada,104.00,1600043880,
,ACC.1600043882,Encerada,40.00,1600043882,
,ACC.1600043884,Encerada,32.00,1600043884,
,ACC.1600043886,Encerada,130.00,1600043886,
,ACC.1600043888,Encerada,160.00,1600043888,
,ACC.1600043890,Encerada,1536.00,1600043890,
,ACC.1600043892,Encerada,450.00,1600043892,
,ACC.1600043894,Encerada,80.00,1600043894,
,ACC.1600043902,Encerada,3850.00,1600043902,
,ACC.1600043904,Encerada,1080.00,1600043904,
,ACC.1600043906,Encerada,680.00,1600043906,
,ACC.1600043910,Encerada,6216.00,1600043910,
,ACC.1600043912,Encerada,4200.00,1600043912,
,ACC.1600043914,Encerada,840.00,1600043914,
,ACC.1600043916,Encerada,256.00,1600043916,
,ACC.1600043918,Encerada,180.00,1600043918,
,ACC.1600043920,Encerada,360.00,1600043920,
,ACC.1600043924,Definitiva,5520.00,1600043924,
,ACC.1600043926,Encerada,1800.00,1600043926,
,ACC.1600043933,Encerada,6732.00,1600043933,
,ACC.1600043935,Encerada,3520.00,1600043935,
,ACC.1600044370,Encerada,840.00,1600044370,
,ACC.1600044379,Encerada,60.00,1600044379,
,ACC.1600044381,Encerada,90.00,1600044381,
,ACC.1600044383,Encerada,18.00,1600044383,
,ACC.1600044390,Encerada,100.00,1600044390,
,ACC.1600044392,Encerada,120.00,1600044392,
,ACC.1600044394,Encerada,76.00,1600044394,
,ACC.1600044396,Encerada,90.00,1600044396,
,ACC.1600044450,Encerada,2800.00,1600044450,
,ACC.1600044452,Encerada,1050.00,1600044452,
,ACC.1600044454,Encerada,1680.00,1600044454,
,ACC.1600044456,Encerada,180.00,1600044456,
,ACC.1600044458,Encerada,48.00,1600044458,
,ACC.1600044521,Encerada,1344.00,1600044521,
,ACC.1600044523,Encerada,768.00,1600044523,
,ACC.1600044527,Encerada,1680.00,1600044527,
,ACC.1600044603,Encerada,444.00,1600044603,
,ACC.1600045003,Encerada,9672.00,1600045003,
,ACC.1600045263,Encerada,704.00,1600045263,
,ACC.1600045265,Encerada,384.00,1600045265,
,ACC.1600045267,Encerada,360.00,1600045267,
,ACC.1600045269,Encerada,352.00,1600045269,
,ACC.1600045275,Encerada,300.00,1600045275,
,ACC.1600045277,Encerada,200.00,1600045277,
,ACC.1600045281,Encerada,120.00,1600045281,
,ACC.1600045283,Encerada,350.00,1600045283,
,ACC.1600045286,Encerada,259.00,1600045286,
,ACC.1600045287,Encerada,120.00,1600045287,
,ACC.1600045316,Encerada,360.00,1600045316,
,ACC.1600045380,Encerada,60.00,1600045380,
,ACC.1600045382,Encerada,160.00,1600045382,
,ACC.1600045384,Encerada,50.00,1600045384,
,ACC.1600045386,Encerada,64.00,1600045386,
,ACC.1600045412,Encerada,600.00,1600045412,
,ACC.1600045442,Encerada,1400.00,1600045442,
,ACC.1600045444,Encerada,1050.00,1600045444,
,ACC.1600045460,Encerada,300.00,1600045460,
,ACC.1600045871,Encerada,1200.00,1600045871,
,ACC.1600045875,Encerada,900.00,1600045875,
,ACC.1600045878,Encerada,700.00,1600045878,
,ACC.1600045882,Encerada,7700.00,1600045882,
,ACC.1600045889,Encerada,7000.00,1600045889,
,ACC.1600045892,Encerada,1600.00,1600045892,
,ACC.1600045896,Encerada,1200.00,1600045896,
,ACC.1600045899,Encerada,1600.00,1600045899,
,ACC.1600045903,Encerada,1200.00,1600045903,
,ACC.1600045906,Encerada,1600.00,1600045906,
,ACC.1600045909,Encerada,1200.00,1600045909,
,ACC.1600045913,Encerada,2700.00,1600045913,
,ACC.1600045917,Encerada,1200.00,1600045917,
,ACC.1600045920,Encerada,7000.00,1600045920,
,ACC.1600045923,Encerada,7000.00,1600045923,
,ACC.1600045926,Encerada,5200.00,1600045926,
,ACC.1600045929,Encerada,3900.00,1600045929,
,ACC.1600045942,Encerada,8400.00,1600045942,
,ACC.1600045945,Encerada,6300.00,1600045945,
,ACC.1600045949,Encerada,2400.00,1600045949,
,ACC.1600045952,Encerada,1800.00,1600045952,
,ACC.1600046829,Encerada,400.00,1600046829,
,ACC.1600046831,Encerada,312.00,1600046831,
,ACC.1600046833,Encerada,456.00,1600046833,
,ACC.1600046837,Encerada,240.00,1600046837,
,ACC.1600046857,Encerada,5500.00,1600046857,
,ACC.1600046859,Encerada,3500.00,1600046859,
,ACC.1600046967,Encerada,300.00,1600046967,
,ACC.1600046970,Encerada,300.00,1600046970,
,ACC.1600046973,Encerada,300.00,1600046973,
,ACC.1600046976,Encerada,300.00,1600046976,
,ACC.1600047026,Encerada,26438.00,1600047026,
,ACC.1600047498,Encerada,5600.00,1600047498,
,ACC.1600047546,Encerada,1800.00,1600047546,
,ACC.1600047550,Encerada,1500.00,1600047550,
,ACC.1600047552,Encerada,300.00,1600047552,
,ACC.1600047554,Encerada,120.00,1600047554,
,ACC.1600047556,Encerada,50.00,1600047556,
,ACC.1600047599,Encerada,270.00,1600047599,
,ACC.1600047601,Encerada,120.00,1600047601,
,ACC.1600047610,Encerada,1260.00,1600047610,
,ACC.1600047612,Encerada,532.00,1600047612,
,ACC.1600047614,Encerada,1400.00,1600047614,
,ACC.1600047640,Encerada,512.00,1600047640,
,ACC.1600047642,Encerada,1392.00,1600047642,
,ACC.1600047651,Encerada,740.00,1600047651,
,ACC.1600047653,Encerada,1000.00,1600047653,
,ACC.1600047655,Encerada,800.00,1600047655,
,ACC.1600047671,Encerada,36.00,1600047671,
,ACC.1600047710,Encerada,888.00,1600047710,
,ACC.1600047712,Encerada,360.00,1600047712,
,ACC.1600047716,Encerada,5600.00,1600047716,
,ACC.1600047734,Encerada,1050.00,1600047734,
,ACC.1600047736,Encerada,1400.00,1600047736,
,ACC.1600047962,Encerada,50.00,1600047962,
,ACC.1600047964,Encerada,300.00,1600047964,
,ACC.1600047966,Encerada,1950.00,1600047966,
,ACC.1600047968,Encerada,896.00,1600047968,
,ACC.1600047970,Encerada,816.00,1600047970,
,ACC.1600047972,Encerada,1200.00,1600047972,
,ACC.1600047974,Encerada,1176.00,1600047974,
,ACC.1600047986,Encerada,6000.00,1600047986,
,ACC.1600047988,Encerada,4000.00,1600047988,
,ACC.1600047993,Encerada,1050.00,1600047993,
,ACC.1600047995,Encerada,1400.00,1600047995,
,ACC.1600048067,Encerada,1500.00,1600048067,
,ACC.1600048069,Encerada,2000.00,1600048069,
,ACC.1600048841,Encerada,52.00,1600048841,
,ACC.1600048849,Encerada,6900.00,1600048849,
,ACC.1600048851,Encerada,7000.00,1600048851,
,ACC.1600048853,Encerada,1500.00,1600048853,
,ACC.1600048855,Encerada,1000.00,1600048855,
,ACC.1600048857,Encerada,750.00,1600048857,
,ACC.1600048861,Encerada,600.00,1600048861,
,ACC.1600048863,Encerada,500.00,1600048863,
,ACC.1600048879,Encerada,400.00,1600048879,
,ACC.1600048881,Encerada,608.00,1600048881,
,ACC.1600048904,Encerada,18750.00,1600048904,
,ACC.1600048906,Encerada,450.00,1600048906,
,ACC.1600048908,Encerada,500.00,1600048908,
,ACC.1600048910,Encerada,300.00,1600048910,
,ACC.1600048912,Encerada,300.00,1600048912,
,ACC.1600048916,Encerada,90.00,1600048916,
,ACC.1600048918,Encerada,200.00,1600048918,
,ACC.1600048920,Encerada,2072.00,1600048920,
,ACC.1600048922,Encerada,1064.00,1600048922,
,ACC.1600048951,Encerada,5460.00,1600048951,
,ACC.1600048954,Encerada,11020.00,1600048954,
,ACC.1600048955,Encerada,2550.00,1600048955,
,ACC.1600049114,Encerada,208.00,1600049114,
,ACC.1600049115,Encerada,46.00,1600049115,
,ACC.1600049117,Encerada,360.00,1600049117,
,ACC.1600049506,Encerada,2072.00,1600049506,
,ACC.1600049507,Encerada,2128.00,1600049507,
,ACC.1600049510,Encerada,390.00,1600049510,
,ACC.1600049516,Encerada,120.00,1600049516,
,ACC.1600049582,Encerada,1344.00,1600049582,
,ACC.1600049584,Encerada,768.00,1600049584,
,ACC.1600049588,Encerada,1875.00,1600049588,
,ACC.1600049592,Encerada,750.00,1600049592,
,ACC.1600049594,Encerada,1500.00,1600049594,
,ACC.1600049596,Encerada,1125.00,1600049596,
,ACC.1600049598,Encerada,600.00,1600049598,
,ACC.1600049600,Encerada,200.00,1600049600,
,ACC.1600049603,Encerada,300.00,1600049603,
,ACC.1600049606,Encerada,500.00,1600049606,
,ACC.1600049609,Encerada,150.00,1600049609,
,ACC.1600049621,Encerada,2200.00,1600049621,
,ACC.1600049623,Encerada,300.00,1600049623,
,ACC.1600049625,Encerada,378.00,1600049625,
